Track ID,Label,Action,Speed (km/h),Class,Date,Time
441,car ID: 441,OUT,14,car,2025-03-11,15:10:38
443,car ID: 443,IN,14,car,2025-03-11,15:10:38
455,car ID: 455,IN,17,car,2025-03-11,15:10:41
458,car ID: 458,IN,22,car,2025-03-11,15:10:43
448,car ID: 448,OUT,7,car,2025-03-11,15:10:44
454,car ID: 454,IN,10,car,2025-03-11,15:10:48
526,car ID: 526,OUT,16,car,2025-03-11,15:10:52
501,car ID: 501,IN,21,car,2025-03-11,15:10:53
544,car ID: 544,OUT,12,car,2025-03-11,15:10:55
565,car ID: 565,IN,6,car,2025-03-11,15:10:55
568,car ID: 568,OUT,34,car,2025-03-11,15:10:57
561,car ID: 561,OUT,14,car,2025-03-11,15:10:57
541,car ID: 541,IN,5,car,2025-03-11,15:11:00
573,car ID: 573,OUT,12,car,2025-03-11,15:11:00
571,car ID: 571,OUT,12,car,2025-03-11,15:11:01
575,car ID: 575,IN,24,car,2025-03-11,15:11:01
576,car ID: 576,IN,22,car,2025-03-11,15:11:02
590,car ID: 590,OUT,16,car,2025-03-11,15:11:04
595,car ID: 595,IN,16,car,2025-03-11,15:11:07
601,car ID: 601,OUT,8,car,2025-03-11,15:11:07
616,car ID: 616,OUT,23,car,2025-03-11,15:11:07
563,car ID: 563,IN,14,car,2025-03-11,15:11:09
624,car ID: 624,OUT,25,car,2025-03-11,15:11:09
628,car ID: 628,OUT,11,car,2025-03-11,15:11:12
634,car ID: 634,OUT,19,car,2025-03-11,15:11:13
625,car ID: 625,IN,17,car,2025-03-11,15:11:13
608,car ID: 608,IN,16,car,2025-03-11,15:11:14
637,car ID: 637,IN,17,car,2025-03-11,15:11:17
639,car ID: 639,OUT,17,car,2025-03-11,15:11:17
651,car ID: 651,OUT,14,car,2025-03-11,15:11:20
663,car ID: 663,OUT,20,car,2025-03-11,15:11:20
638,car ID: 638,IN,18,car,2025-03-11,15:11:21
657,car ID: 657,IN,12,car,2025-03-11,15:11:23
603,car ID: 603,IN,9,car,2025-03-11,15:11:31
697,car ID: 697,OUT,7,car,2025-03-11,15:11:32
730,car ID: 730,OUT,25,car,2025-03-11,15:11:37
677,car ID: 677,IN,6,car,2025-03-11,15:11:37
735,car ID: 735,OUT,15,car,2025-03-11,15:11:39
733,car ID: 733,OUT,12,car,2025-03-11,15:11:40
744,car ID: 744,OUT,33,car,2025-03-11,15:11:41
714,car ID: 714,IN,7,car,2025-03-11,15:11:42
756,car ID: 756,OUT,12,car,2025-03-11,15:11:44
745,car ID: 745,IN,12,car,2025-03-11,15:11:49
834,car ID: 834,OUT,12,car,2025-03-11,15:11:55
812,car ID: 812,IN,17,car,2025-03-11,15:11:57
865,car ID: 865,OUT,17,car,2025-03-11,15:12:01
858,car ID: 858,IN,26,car,2025-03-11,15:12:01
840,car ID: 840,IN,18,car,2025-03-11,15:12:04
882,car ID: 882,OUT,22,car,2025-03-11,15:12:04
874,car ID: 874,IN,28,car,2025-03-11,15:12:05
826,car ID: 826,IN,6,car,2025-03-11,15:12:07
892,car ID: 892,OUT,8,car,2025-03-11,15:12:09
898,car ID: 898,OUT,17,car,2025-03-11,15:12:09
857,car ID: 857,IN,11,car,2025-03-11,15:12:12
942,car ID: 942,IN,26,car,2025-03-11,15:12:15
901,car ID: 901,IN,15,car,2025-03-11,15:12:18
1002,car ID: 1002,OUT,29,car,2025-03-11,15:12:19
936,car ID: 936,IN,14,car,2025-03-11,15:12:20
954,car ID: 954,IN,17,car,2025-03-11,15:12:22
1027,car ID: 1027,OUT,13,car,2025-03-11,15:12:24
1041,car ID: 1041,IN,9,car,2025-03-11,15:12:24
1004,car ID: 1004,IN,20,car,2025-03-11,15:12:25
1029,car ID: 1029,IN,28,car,2025-03-11,15:12:27
1051,car ID: 1051,OUT,4,car,2025-03-11,15:12:28
1042,car ID: 1042,IN,20,car,2025-03-11,15:12:28
1010,car ID: 1010,IN,18,car,2025-03-11,15:12:28
1013,car ID: 1013,IN,20,car,2025-03-11,15:12:31
1081,car ID: 1081,OUT,18,car,2025-03-11,15:12:32
1096,car ID: 1096,IN,13,car,2025-03-11,15:12:34
1058,car ID: 1058,IN,15,car,2025-03-11,15:12:37
1102,car ID: 1102,OUT,8,car,2025-03-11,15:12:37
1121,car ID: 1121,OUT,25,car,2025-03-11,15:12:38
1095,car ID: 1095,IN,17,car,2025-03-11,15:12:39
1135,car ID: 1135,IN,17,car,2025-03-11,15:12:39
1144,car ID: 1144,OUT,16,car,2025-03-11,15:12:43
1164,car ID: 1164,OUT,19,car,2025-03-11,15:12:43
1119,car ID: 1119,IN,10,car,2025-03-11,15:12:45
1156,car ID: 1156,IN,9,car,2025-03-11,15:12:46
1154,car ID: 1154,IN,23,car,2025-03-11,15:12:47
1185,car ID: 1185,OUT,11,car,2025-03-11,15:12:48
1160,car ID: 1160,IN,21,car,2025-03-11,15:12:49
1167,car ID: 1167,IN,13,car,2025-03-11,15:12:49
1193,car ID: 1193,OUT,13,car,2025-03-11,15:12:50
1170,car ID: 1170,OUT,2,car,2025-03-11,15:12:51
1194,car ID: 1194,IN,22,car,2025-03-11,15:12:52
1215,car ID: 1215,OUT,16,car,2025-03-11,15:12:52
1272,car ID: 1272,IN,61,car,2025-03-11,15:12:55
1255,car ID: 1255,IN,20,car,2025-03-11,15:12:55
1229,motorcycle ID: 1229,IN,9,motorcycle,2025-03-11,15:12:55
1241,car ID: 1241,IN,15,car,2025-03-11,15:12:55
1266,motorcycle ID: 1266,IN,12,motorcycle,2025-03-11,15:12:56
1276,car ID: 1276,OUT,13,car,2025-03-11,15:12:59
1202,car ID: 1202,IN,10,car,2025-03-11,15:12:59
1287,car ID: 1287,OUT,19,car,2025-03-11,15:13:00
1342,car ID: 1342,IN,30,car,2025-03-11,15:13:03
1238,car ID: 1238,IN,20,car,2025-03-11,15:13:03
1298,car ID: 1298,IN,24,car,2025-03-11,15:13:04
1356,car ID: 1356,OUT,18,car,2025-03-11,15:13:05
1375,car ID: 1375,OUT,25,car,2025-03-11,15:13:07
1345,car ID: 1345,IN,23,car,2025-03-11,15:13:08
1372,car ID: 1372,OUT,18,car,2025-03-11,15:13:08
1389,car ID: 1389,OUT,10,car,2025-03-11,15:13:14
1390,car ID: 1390,IN,18,car,2025-03-11,15:13:16
1396,car ID: 1396,IN,20,car,2025-03-11,15:13:21
1417,car ID: 1417,OUT,12,car,2025-03-11,15:13:22
1429,car ID: 1429,OUT,19,car,2025-03-11,15:13:22
1459,car ID: 1459,OUT,13,car,2025-03-11,15:13:23
1455,car ID: 1455,IN,23,car,2025-03-11,15:13:25
1469,car ID: 1469,OUT,12,car,2025-03-11,15:13:25
1476,car ID: 1476,OUT,13,car,2025-03-11,15:13:25
1452,car ID: 1452,IN,25,car,2025-03-11,15:13:26
1251,car ID: 1251,IN,10,car,2025-03-11,15:13:28
1497,car ID: 1497,OUT,13,car,2025-03-11,15:13:28
1460,car ID: 1460,IN,24,car,2025-03-11,15:13:29
1458,car ID: 1458,IN,43,car,2025-03-11,15:13:29
1445,car ID: 1445,IN,30,car,2025-03-11,15:13:29
633,car ID: 633,IN,6,car,2025-03-11,15:13:30
1512,car ID: 1512,IN,16,car,2025-03-11,15:13:31
1513,car ID: 1513,OUT,5,car,2025-03-11,15:13:32
1534,car ID: 1534,IN,19,car,2025-03-11,15:13:33
1530,car ID: 1530,OUT,13,car,2025-03-11,15:13:35
1538,car ID: 1538,OUT,12,car,2025-03-11,15:13:36
1524,car ID: 1524,IN,13,car,2025-03-11,15:13:36
1547,car ID: 1547,IN,15,car,2025-03-11,15:13:37
1581,car ID: 1581,IN,14,car,2025-03-11,15:13:45
1598,car ID: 1598,IN,12,car,2025-03-11,15:13:45
1635,car ID: 1635,IN,11,car,2025-03-11,15:13:48
1655,car ID: 1655,IN,11,car,2025-03-11,15:13:50
1601,car ID: 1601,IN,11,car,2025-03-11,15:13:51
1630,person ID: 1630,OUT,4,person,2025-03-11,15:13:52
1657,person ID: 1657,OUT,2,person,2025-03-11,15:13:52
1664,car ID: 1664,IN,18,car,2025-03-11,15:13:53
1651,car ID: 1651,OUT,7,car,2025-03-11,15:13:54
22,car ID: 22,IN,19,car,2025-03-11,15:23:08
5,car ID: 5,IN,8,car,2025-03-11,15:23:09
9,bus ID: 9,IN,27,bus,2025-03-11,15:23:12
2,car ID: 2,OUT,12,car,2025-03-11,15:23:12
29,car ID: 29,OUT,12,car,2025-03-11,15:23:13
32,car ID: 32,OUT,11,car,2025-03-11,15:23:16
7,car ID: 7,IN,15,car,2025-03-11,15:23:16
93,car ID: 93,OUT,20,car,2025-03-11,15:23:19
60,car ID: 60,IN,18,car,2025-03-11,15:23:20
91,car ID: 91,OUT,12,car,2025-03-11,15:23:21
99,car ID: 99,OUT,9,car,2025-03-11,15:23:25
124,car ID: 124,IN,28,car,2025-03-11,15:23:29
79,car ID: 79,IN,9,car,2025-03-11,15:23:29
122,car ID: 122,IN,20,car,2025-03-11,15:23:33
126,car ID: 126,IN,11,car,2025-03-11,15:23:34
174,truck ID: 174,OUT,32,truck,2025-03-11,15:23:34
179,car ID: 179,OUT,13,car,2025-03-11,15:23:35
176,car ID: 176,IN,12,car,2025-03-11,15:23:39
117,person ID: 117,OUT,5,person,2025-03-11,15:23:41
188,car ID: 188,IN,16,car,2025-03-11,15:23:42
210,car ID: 210,OUT,13,car,2025-03-11,15:23:44
214,car ID: 214,IN,13,car,2025-03-11,15:23:44
215,car ID: 215,OUT,15,car,2025-03-11,15:23:44
211,car ID: 211,OUT,15,car,2025-03-11,15:23:45
196,car ID: 196,IN,14,car,2025-03-11,15:23:45
220,car ID: 220,IN,21,car,2025-03-11,15:23:48
221,car ID: 221,OUT,10,car,2025-03-11,15:23:50
219,car ID: 219,IN,14,car,2025-03-11,15:23:51
217,car ID: 217,IN,15,car,2025-03-11,15:23:52
254,car ID: 254,OUT,27,car,2025-03-11,15:23:53
259,car ID: 259,OUT,6,car,2025-03-11,15:23:55
270,car ID: 270,OUT,8,car,2025-03-11,15:23:57
292,car ID: 292,OUT,10,car,2025-03-11,15:24:01
265,car ID: 265,IN,15,car,2025-03-11,15:24:04
291,car ID: 291,IN,19,car,2025-03-11,15:24:04
309,car ID: 309,OUT,24,car,2025-03-11,15:24:06
316,truck ID: 316,OUT,9,truck,2025-03-11,15:24:08
368,motorcycle ID: 368,IN,7,motorcycle,2025-03-11,15:24:10
369,car ID: 369,IN,5,car,2025-03-11,15:24:14
325,car ID: 325,IN,13,car,2025-03-11,15:24:15
333,car ID: 333,IN,13,car,2025-03-11,15:24:16
372,car ID: 372,OUT,10,car,2025-03-11,15:24:16
353,car ID: 353,IN,10,car,2025-03-11,15:24:20
397,car ID: 397,IN,13,car,2025-03-11,15:24:24
411,bus ID: 411,OUT,13,bus,2025-03-11,15:24:28
441,car ID: 441,OUT,12,car,2025-03-11,15:24:29
443,car ID: 443,IN,12,car,2025-03-11,15:24:29
455,car ID: 455,IN,14,car,2025-03-11,15:24:33
458,car ID: 458,IN,18,car,2025-03-11,15:24:34
448,car ID: 448,OUT,6,car,2025-03-11,15:24:36
454,car ID: 454,IN,11,car,2025-03-11,15:24:39
526,car ID: 526,OUT,17,car,2025-03-11,15:24:43
501,car ID: 501,IN,19,car,2025-03-11,15:24:44
544,car ID: 544,OUT,11,car,2025-03-11,15:24:46
565,car ID: 565,IN,8,car,2025-03-11,15:24:46
568,car ID: 568,OUT,27,car,2025-03-11,15:24:48
561,car ID: 561,OUT,12,car,2025-03-11,15:24:49
541,car ID: 541,IN,10,car,2025-03-11,15:24:51
573,car ID: 573,OUT,27,car,2025-03-11,15:24:51
571,car ID: 571,OUT,11,car,2025-03-11,15:24:52
575,car ID: 575,IN,26,car,2025-03-11,15:24:53
576,car ID: 576,IN,23,car,2025-03-11,15:24:53
590,car ID: 590,OUT,15,car,2025-03-11,15:24:55
595,car ID: 595,IN,19,car,2025-03-11,15:24:57
601,car ID: 601,OUT,9,car,2025-03-11,15:24:57
616,car ID: 616,OUT,25,car,2025-03-11,15:24:58
563,car ID: 563,IN,14,car,2025-03-11,15:24:59
624,car ID: 624,OUT,26,car,2025-03-11,15:24:59
628,car ID: 628,OUT,12,car,2025-03-11,15:25:02
634,car ID: 634,OUT,19,car,2025-03-11,15:25:03
625,car ID: 625,IN,19,car,2025-03-11,15:25:03
608,car ID: 608,IN,17,car,2025-03-11,15:25:04
637,car ID: 637,IN,19,car,2025-03-11,15:25:06
639,car ID: 639,OUT,21,car,2025-03-11,15:25:06
651,car ID: 651,OUT,15,car,2025-03-11,15:25:09
663,car ID: 663,OUT,21,car,2025-03-11,15:25:09
638,car ID: 638,IN,20,car,2025-03-11,15:25:10
657,car ID: 657,IN,18,car,2025-03-11,15:25:11
603,car ID: 603,IN,12,car,2025-03-11,15:25:18
697,car ID: 697,OUT,14,car,2025-03-11,15:25:18
730,car ID: 730,OUT,13,car,2025-03-11,15:25:23
677,car ID: 677,IN,9,car,2025-03-11,15:25:23
735,car ID: 735,OUT,16,car,2025-03-11,15:25:25
733,car ID: 733,OUT,14,car,2025-03-11,15:25:26
744,car ID: 744,OUT,37,car,2025-03-11,15:25:26
714,car ID: 714,IN,8,car,2025-03-11,15:25:27
756,car ID: 756,OUT,13,car,2025-03-11,15:25:30
745,car ID: 745,IN,13,car,2025-03-11,15:25:34
834,car ID: 834,OUT,10,car,2025-03-11,15:25:39
812,car ID: 812,IN,13,car,2025-03-11,15:25:42
865,car ID: 865,OUT,19,car,2025-03-11,15:25:47
858,car ID: 858,IN,27,car,2025-03-11,15:25:47
840,car ID: 840,IN,17,car,2025-03-11,15:25:50
882,car ID: 882,OUT,23,car,2025-03-11,15:25:50
874,car ID: 874,IN,22,car,2025-03-11,15:25:51
826,car ID: 826,IN,7,car,2025-03-11,15:25:52
892,car ID: 892,OUT,14,car,2025-03-11,15:25:55
898,car ID: 898,OUT,24,car,2025-03-11,15:25:55
857,car ID: 857,IN,11,car,2025-03-11,15:25:58
942,car ID: 942,IN,19,car,2025-03-11,15:26:00
901,car ID: 901,IN,11,car,2025-03-11,15:26:03
1002,car ID: 1002,OUT,25,car,2025-03-11,15:26:04
936,car ID: 936,IN,13,car,2025-03-11,15:26:05
954,car ID: 954,IN,14,car,2025-03-11,15:26:08
1027,car ID: 1027,OUT,14,car,2025-03-11,15:26:09
1041,car ID: 1041,IN,15,car,2025-03-11,15:26:09
1004,car ID: 1004,IN,18,car,2025-03-11,15:26:10
1029,car ID: 1029,IN,28,car,2025-03-11,15:26:12
1051,car ID: 1051,OUT,10,car,2025-03-11,15:26:12
1042,car ID: 1042,IN,16,car,2025-03-11,15:26:13
1010,car ID: 1010,IN,14,car,2025-03-11,15:26:13
1013,car ID: 1013,IN,21,car,2025-03-11,15:26:16
1081,car ID: 1081,OUT,19,car,2025-03-11,15:26:16
1096,car ID: 1096,IN,14,car,2025-03-11,15:26:18
1058,car ID: 1058,IN,20,car,2025-03-11,15:26:21
1102,car ID: 1102,OUT,10,car,2025-03-11,15:26:21
1121,car ID: 1121,OUT,26,car,2025-03-11,15:26:22
1095,car ID: 1095,IN,23,car,2025-03-11,15:26:23
1135,car ID: 1135,IN,18,car,2025-03-11,15:26:23
1144,car ID: 1144,OUT,13,car,2025-03-11,15:26:27
1164,car ID: 1164,OUT,22,car,2025-03-11,15:26:27
1119,car ID: 1119,IN,15,car,2025-03-11,15:26:29
1156,car ID: 1156,IN,9,car,2025-03-11,15:26:30
1154,car ID: 1154,IN,18,car,2025-03-11,15:26:31
1185,car ID: 1185,OUT,14,car,2025-03-11,15:26:32
1160,car ID: 1160,IN,14,car,2025-03-11,15:26:33
1167,car ID: 1167,IN,12,car,2025-03-11,15:26:33
1193,car ID: 1193,OUT,11,car,2025-03-11,15:26:34
1170,car ID: 1170,OUT,2,car,2025-03-11,15:26:35
1194,car ID: 1194,IN,19,car,2025-03-11,15:26:36
1215,car ID: 1215,OUT,12,car,2025-03-11,15:26:36
1272,car ID: 1272,IN,33,car,2025-03-11,15:26:39
1255,car ID: 1255,IN,22,car,2025-03-11,15:26:39
1229,motorcycle ID: 1229,IN,8,motorcycle,2025-03-11,15:26:39
1241,car ID: 1241,IN,14,car,2025-03-11,15:26:39
1266,motorcycle ID: 1266,IN,13,motorcycle,2025-03-11,15:26:40
1276,car ID: 1276,OUT,10,car,2025-03-11,15:26:43
1202,car ID: 1202,IN,11,car,2025-03-11,15:26:43
1287,car ID: 1287,OUT,20,car,2025-03-11,15:26:44
1342,car ID: 1342,IN,30,car,2025-03-11,15:26:46
1238,car ID: 1238,IN,16,car,2025-03-11,15:26:47
1298,car ID: 1298,IN,22,car,2025-03-11,15:26:48
1356,car ID: 1356,OUT,17,car,2025-03-11,15:26:49
1375,car ID: 1375,OUT,19,car,2025-03-11,15:26:51
1345,car ID: 1345,IN,23,car,2025-03-11,15:26:51
1372,car ID: 1372,OUT,19,car,2025-03-11,15:26:51
1389,car ID: 1389,OUT,8,car,2025-03-11,15:26:57
1390,car ID: 1390,IN,19,car,2025-03-11,15:26:59
1396,car ID: 1396,IN,14,car,2025-03-11,15:27:04
1417,car ID: 1417,OUT,13,car,2025-03-11,15:27:04
1429,car ID: 1429,OUT,14,car,2025-03-11,15:27:05
1459,car ID: 1459,OUT,11,car,2025-03-11,15:27:06
1455,car ID: 1455,IN,21,car,2025-03-11,15:27:09
1469,car ID: 1469,OUT,10,car,2025-03-11,15:27:09
1476,car ID: 1476,OUT,7,car,2025-03-11,15:27:09
1452,car ID: 1452,IN,19,car,2025-03-11,15:27:10
1251,car ID: 1251,IN,10,car,2025-03-11,15:27:12
1497,car ID: 1497,OUT,16,car,2025-03-11,15:27:13
1460,car ID: 1460,IN,22,car,2025-03-11,15:27:13
1458,car ID: 1458,IN,29,car,2025-03-11,15:27:13
1445,car ID: 1445,IN,6,car,2025-03-11,15:27:14
633,car ID: 633,IN,5,car,2025-03-11,15:27:15
1512,car ID: 1512,IN,13,car,2025-03-11,15:27:16
1513,car ID: 1513,OUT,7,car,2025-03-11,15:27:17
1534,car ID: 1534,IN,17,car,2025-03-11,15:27:18
1530,car ID: 1530,OUT,13,car,2025-03-11,15:27:20
1538,car ID: 1538,OUT,11,car,2025-03-11,15:27:22
1524,car ID: 1524,IN,11,car,2025-03-11,15:27:22
1547,car ID: 1547,IN,11,car,2025-03-11,15:27:22
1581,car ID: 1581,IN,14,car,2025-03-11,15:27:30
1598,car ID: 1598,IN,12,car,2025-03-11,15:27:30
1635,car ID: 1635,IN,12,car,2025-03-11,15:27:33
1655,car ID: 1655,IN,13,car,2025-03-11,15:27:35
1601,car ID: 1601,IN,11,car,2025-03-11,15:27:36
1630,person ID: 1630,OUT,6,person,2025-03-11,15:27:37
1657,person ID: 1657,OUT,3,person,2025-03-11,15:27:37
1664,car ID: 1664,IN,20,car,2025-03-11,15:27:38
1651,car ID: 1651,OUT,6,car,2025-03-11,15:27:38
22,car ID: 22,IN,21,car,2025-03-11,15:31:03
5,car ID: 5,IN,14,car,2025-03-11,15:31:04
9,bus ID: 9,IN,27,bus,2025-03-11,15:31:07
2,car ID: 2,OUT,12,car,2025-03-11,15:31:07
29,car ID: 29,OUT,11,car,2025-03-11,15:31:08
32,car ID: 32,OUT,13,car,2025-03-11,15:31:10
7,car ID: 7,IN,14,car,2025-03-11,15:31:11
93,car ID: 93,OUT,21,car,2025-03-11,15:31:14
60,car ID: 60,IN,21,car,2025-03-11,15:31:15
91,car ID: 91,OUT,13,car,2025-03-11,15:31:16
99,car ID: 99,OUT,12,car,2025-03-11,15:31:19
124,car ID: 124,IN,29,car,2025-03-11,15:31:22
79,car ID: 79,IN,8,car,2025-03-11,15:31:22
122,car ID: 122,IN,22,car,2025-03-11,15:31:26
126,car ID: 126,IN,12,car,2025-03-11,15:31:26
174,truck ID: 174,OUT,35,truck,2025-03-11,15:31:26
179,car ID: 179,OUT,11,car,2025-03-11,15:31:27
176,car ID: 176,IN,16,car,2025-03-11,15:31:31
117,person ID: 117,OUT,5,person,2025-03-11,15:31:33
188,car ID: 188,IN,14,car,2025-03-11,15:31:34
210,car ID: 210,OUT,11,car,2025-03-11,15:31:36
214,car ID: 214,IN,11,car,2025-03-11,15:31:36
215,car ID: 215,OUT,13,car,2025-03-11,15:31:36
211,car ID: 211,OUT,11,car,2025-03-11,15:31:36
196,car ID: 196,IN,17,car,2025-03-11,15:31:37
220,car ID: 220,IN,24,car,2025-03-11,15:31:39
221,car ID: 221,OUT,10,car,2025-03-11,15:31:41
219,car ID: 219,IN,10,car,2025-03-11,15:31:42
217,car ID: 217,IN,16,car,2025-03-11,15:31:43
254,car ID: 254,OUT,27,car,2025-03-11,15:31:44
259,car ID: 259,OUT,15,car,2025-03-11,15:31:46
270,car ID: 270,OUT,16,car,2025-03-11,15:31:48
292,car ID: 292,OUT,11,car,2025-03-11,15:31:52
265,car ID: 265,IN,16,car,2025-03-11,15:31:55
291,car ID: 291,IN,20,car,2025-03-11,15:31:55
309,car ID: 309,OUT,20,car,2025-03-11,15:31:57
316,truck ID: 316,OUT,7,truck,2025-03-11,15:31:59
368,motorcycle ID: 368,IN,3,motorcycle,2025-03-11,15:32:01
369,car ID: 369,IN,20,car,2025-03-11,15:32:04
325,car ID: 325,IN,13,car,2025-03-11,15:32:05
333,car ID: 333,IN,7,car,2025-03-11,15:32:06
372,car ID: 372,OUT,5,car,2025-03-11,15:32:06
353,car ID: 353,IN,8,car,2025-03-11,15:32:10
397,car ID: 397,IN,13,car,2025-03-11,15:32:14
411,bus ID: 411,OUT,11,bus,2025-03-11,15:32:18
441,car ID: 441,OUT,16,car,2025-03-11,15:32:19
443,car ID: 443,IN,16,car,2025-03-11,15:32:19
455,car ID: 455,IN,21,car,2025-03-11,15:32:22
458,car ID: 458,IN,20,car,2025-03-11,15:32:25
448,car ID: 448,OUT,5,car,2025-03-11,15:32:26
454,car ID: 454,IN,12,car,2025-03-11,15:32:29
526,car ID: 526,OUT,16,car,2025-03-11,15:32:33
501,car ID: 501,IN,16,car,2025-03-11,15:32:33
544,car ID: 544,OUT,12,car,2025-03-11,15:32:36
565,car ID: 565,IN,8,car,2025-03-11,15:32:36
568,car ID: 568,OUT,32,car,2025-03-11,15:32:38
561,car ID: 561,OUT,12,car,2025-03-11,15:32:38
541,car ID: 541,IN,6,car,2025-03-11,15:32:41
573,car ID: 573,OUT,15,car,2025-03-11,15:32:41
571,car ID: 571,OUT,11,car,2025-03-11,15:32:42
575,car ID: 575,IN,25,car,2025-03-11,15:32:42
576,car ID: 576,IN,22,car,2025-03-11,15:32:42
590,car ID: 590,OUT,11,car,2025-03-11,15:32:45
